data do lanamento	data da efetivao	status	transao	identificador de antecipao	status da transao	descrio	parcela	valor	nome do produto	saldo
11/01/2023	26/01/2023	efetivado	hp10216734439912		completo	comisso co-produtor		-2.72	foguete play	627.48
11/01/2023	26/01/2023	efetivado	hp10216734439912		completo	comisso co-produtor		-3.02	foguete play	630.20
11/01/2023	26/01/2023	efetivado	hp10216734439912		completo	comisso de venda		7.00	foguete play	633.22
11/01/2023	26/01/2023	efetivado	hp11716734433305		completo	tarifa hotmart		-1.61	foguete play + ao vivo	626.22
11/01/2023	26/01/2023	efetivado	hp11716734433305		completo	comisso co-produtor		-6.93	foguete play + ao vivo	627.83
11/01/2023	26/01/2023	efetivado	hp11716734433305		completo	comisso co-produtor		-7.70	foguete play + ao vivo	634.76
11/01/2023	26/01/2023	efetivado	hp11716734433305		completo	comisso de venda		17.00	foguete play + ao vivo	642.46
11/01/2023	26/01/2023	efetivado	hp19616734432612		completo	tarifa hotmart		-1.46	foguete play + ao vivo	625.46
11/01/2023	26/01/2023	efetivado	hp19616734432612		completo	comisso co-produtor		-6.01	foguete play + ao vivo	626.92
11/01/2023	26/01/2023	efetivado	hp19616734432612		completo	comisso co-produtor		-6.68	foguete play + ao vivo	632.93
11/01/2023	26/01/2023	efetivado	hp19616734432612		completo	comisso de venda		14.81	foguete play + ao vivo	639.61
11/01/2023	26/01/2023	efetivado	hp17616734431166		completo	comisso co-produtor		0.00	foguete play + ao vivo	624.80
11/01/2023	26/01/2023	efetivado	hp17616734431166		completo	comisso co-produtor		0.00	foguete play + ao vivo	624.80
11/01/2023	26/01/2023	efetivado	hp17616734431166		completo	tarifa hotmart		0.00	foguete play + ao vivo	624.80
11/01/2023	26/01/2023	efetivado	hp17616734431166		completo	comisso de venda		0.00	foguete play + ao vivo	624.80
11/01/2023	26/01/2023	efetivado	hp13916734427852		completo	tarifa hotmart		-2.49	foguete play + ao vivo	624.80
11/01/2023	26/01/2023	efetivado	hp13916734427852		completo	comisso co-produtor		-12.69	foguete play + ao vivo	627.29
11/01/2023	26/01/2023	efetivado	hp13916734427852		completo	comisso co-produtor		-14.10	foguete play + ao vivo	639.98
11/01/2023	26/01/2023	efetivado	hp13916734427852		completo	comisso de venda		30.68	foguete play + ao vivo	654.08
11/01/2023	26/01/2023	efetivado	hp17816734396398		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp17816734396398		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp17816734396398		completo	tarifa hotmart		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp17816734396398		completo	comisso de venda		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp13316734144043		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp13316734144043		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp13316734144043		completo	tarifa hotmart		0.00	foguete play + ao vivo	623.40
11/01/2023	26/01/2023	efetivado	hp13316734144043		completo	comisso de venda		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp12216734025230		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp12216734025230		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp12216734025230		completo	tarifa hotmart		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp12216734025230		completo	comisso de venda		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp17816734009771		completo	comisso afiliado		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp17816734009771		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp17816734009771		completo	comisso co-produtor		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp17816734009771		completo	tarifa hotmart		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp17816734009771		completo	comisso de venda		0.00	foguete play + ao vivo	623.40
10/01/2023	26/01/2023	efetivado	hp19816734009810		completo	comisso co-produtor		-0.63	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	623.40
10/01/2023	26/01/2023	efetivado	hp19816734009810		completo	comisso co-produtor		-1.26	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	624.03
10/01/2023	26/01/2023	efetivado	hp19816734009810		completo	tarifa hotmart		-1.41	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	625.29
10/01/2023	26/01/2023	efetivado	hp19816734009810		completo	comisso de venda		14.00	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	626.70
10/01/2023	26/01/2023	efetivado	hp11316734004314		completo	tarifa hotmart		-1.41	vem, tanquinho! 2.0 com bruna griphao	612.70
10/01/2023	26/01/2023	efetivado	hp11316734004314		completo	comisso afiliado		-3.78	vem, tanquinho! 2.0 com bruna griphao	614.11
10/01/2023	26/01/2023	efetivado	hp11316734004314		completo	comisso de venda		14.00	vem, tanquinho! 2.0 com bruna griphao	617.89
10/01/2023	26/01/2023	efetivado	hp17516733990404		completo	comisso co-produtor		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp17516733990404		completo	comisso co-produtor		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp17516733990404		completo	tarifa hotmart		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp17516733990404		completo	comisso de venda		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp49116733972442		completo	comisso co-produtor		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp49116733972442		completo	comisso co-produtor		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp49116733972442		completo	tarifa hotmart		0.00	foguete play + ao vivo	603.89
10/01/2023	26/01/2023	efetivado	hp49116733972442		completo	comisso de venda		0.00	foguete play + ao vivo	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	reclculo de comisses - tarifa hotmart		-0.89	foguete play	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	estorno de tarifa hotmart		0.89	foguete play	604.78
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	reclculo de comisses - comisso co-produtor		-2.30	foguete play	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	estorno de comisso co-produtor		2.30	foguete play	606.19
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	reclculo de comisses - comisso co-produtor		-2.55	foguete play	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	estorno de comisso co-produtor		2.55	foguete play	606.44
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	reclculo de comisses - comisso de venda		5.99	foguete play	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	estorno de comisso de venda		-5.99	foguete play	597.90
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	tarifa hotmart		-0.89	foguete play	603.89
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	comisso co-produtor		-2.30	foguete play	604.78
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	comisso co-produtor		-2.55	foguete play	607.08
10/01/2023	25/01/2023	efetivado	hp14516733937747		completo	comisso de venda		5.99	foguete play	609.63
10/01/2023	25/01/2023	efetivado	hp11716733912540		completo	tarifa hotmart		-7.78	foguete play + ao vivo	603.64
10/01/2023	25/01/2023	efetivado	hp11716733912540		completo	comisso co-produtor		-46.90	foguete play + ao vivo	611.42
10/01/2023	25/01/2023	efetivado	hp11716733912540		completo	comisso co-produtor		-52.11	foguete play + ao vivo	658.32
10/01/2023	25/01/2023	efetivado	hp11716733912540		completo	comisso de venda		112.00	foguete play + ao vivo	710.43
10/01/2023	25/01/2023	efetivado	hp14316733905931		completo	comisso co-produtor		0.00	foguete play	598.43
10/01/2023	25/01/2023	efetivado	hp14316733905931		completo	comisso co-produtor		0.00	foguete play	598.43
10/01/2023	25/01/2023	efetivado	hp14316733905931		completo	tarifa hotmart		0.00	foguete play	598.43
10/01/2023	25/01/2023	efetivado	hp14316733905931		completo	comisso de venda		0.00	foguete play	598.43
10/01/2023	25/01/2023	efetivado	hp14116733872917		completo	tarifa hotmart		-0.96	foguete play	598.43
10/01/2023	25/01/2023	efetivado	hp14116733872917		completo	comisso co-produtor		-2.72	foguete play	599.39
10/01/2023	25/01/2023	efetivado	hp14116733872917		completo	comisso co-produtor		-3.02	foguete play	602.11
10/01/2023	25/01/2023	efetivado	hp14116733872917		completo	comisso de venda		7.00	foguete play	605.13
10/01/2023	25/01/2023	efetivado	hp13716733853117		completo	comisso co-produtor		0.00	foguete play	598.13
10/01/2023	25/01/2023	efetivado	hp13716733853117		completo	comisso co-produtor		0.00	foguete play	598.13
10/01/2023	25/01/2023	efetivado	hp13716733853117		completo	tarifa hotmart		0.00	foguete play	598.13
10/01/2023	25/01/2023	efetivado	hp13716733853117		completo	comisso de venda		0.00	foguete play	598.13
10/01/2023	25/01/2023	efetivado	hp10416733748027		completo	tarifa hotmart		-0.96	foguete play	598.13
10/01/2023	25/01/2023	efetivado	hp10416733748027		completo	comisso co-produtor		-2.72	foguete play	599.09
10/01/2023	25/01/2023	efetivado	hp10416733748027		completo	comisso co-produtor		-3.02	foguete play	601.81
10/01/2023	25/01/2023	efetivado	hp10416733748027		completo	comisso de venda		7.00	foguete play	604.83
10/01/2023	25/01/2023	efetivado	hp10616733732126		completo	tarifa hotmart		-1.50	foguete play + ao vivo	597.83
10/01/2023	25/01/2023	efetivado	hp10616733732126		completo	comisso co-produtor		-6.26	foguete play + ao vivo	599.33
10/01/2023	25/01/2023	efetivado	hp10616733732126		completo	comisso co-produtor		-6.96	foguete play + ao vivo	605.59
10/01/2023	25/01/2023	efetivado	hp10616733732126		completo	comisso de venda		15.42	foguete play + ao vivo	612.55
10/01/2023	25/01/2023	efetivado	hp18416733726171		completo	comisso afiliado		0.00	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp18416733726171		completo	comisso co-produtor		0.00	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp18416733726171		completo	comisso co-produtor		0.00	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp18416733726171		completo	tarifa hotmart		0.00	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp18416733726171		completo	comisso de venda		0.00	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp11416733723193		completo	tarifa hotmart		-0.96	foguete play	597.13
10/01/2023	25/01/2023	efetivado	hp11416733723193		completo	comisso co-produtor		-2.72	foguete play	598.09
10/01/2023	25/01/2023	efetivado	hp11416733723193		completo	comisso co-produtor		-3.02	foguete play	600.81
10/01/2023	25/01/2023	efetivado	hp11416733723193		completo	comisso de venda		7.00	foguete play	603.83
10/01/2023	25/01/2023	efetivado	hp18616733720978		completo	tarifa hotmart		-0.96	foguete play	596.83
10/01/2023	25/01/2023	efetivado	hp18616733720978		completo	comisso co-produtor		-2.72	foguete play	597.79
10/01/2023	25/01/2023	efetivado	hp18616733720978		completo	comisso co-produtor		-3.02	foguete play	600.51
10/01/2023	25/01/2023	efetivado	hp18616733720978		completo	comisso de venda		7.00	foguete play	603.53
10/01/2023	25/01/2023	efetivado	hp13816733707980		completo	comisso co-produtor		-0.42	"50% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	596.53
10/01/2023	25/01/2023	efetivado	hp13816733707980		completo	comisso co-produtor		-0.84	"50% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	596.95
10/01/2023	25/01/2023	efetivado	hp13816733707980		completo	tarifa hotmart		-1.12	"50% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	597.79
10/01/2023	25/01/2023	efetivado	hp13816733707980		completo	comisso de venda		9.53	"50% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	598.91
10/01/2023	25/01/2023	efetivado	hp10816733705940		completo	comisso co-produtor		0.00	foguete play	589.38
10/01/2023	25/01/2023	efetivado	hp10816733705940		completo	comisso co-produtor		0.00	foguete play	589.38
10/01/2023	25/01/2023	efetivado	hp10816733705940		completo	tarifa hotmart		0.00	foguete play	589.38
10/01/2023	25/01/2023	efetivado	hp10816733705940		completo	comisso de venda		0.00	foguete play	589.38
10/01/2023	25/01/2023	efetivado	hp12416733704378		completo	tarifa hotmart		-0.98	foguete play	589.38
10/01/2023	25/01/2023	efetivado	hp12416733704378		completo	comisso co-produtor		-2.89	foguete play	590.36
10/01/2023	25/01/2023	efetivado	hp12416733704378		completo	comisso co-produtor		-3.22	foguete play	593.25
10/01/2023	25/01/2023	efetivado	hp12416733704378		completo	comisso de venda		7.41	foguete play	596.47
10/01/2023	25/01/2023	efetivado	hp43816733701724		completo	tarifa hotmart		-0.89	foguete play	589.06
10/01/2023	25/01/2023	efetivado	hp43816733701724		completo	comisso co-produtor		-2.30	foguete play	589.95
10/01/2023	25/01/2023	efetivado	hp43816733701724		completo	comisso co-produtor		-2.56	foguete play	592.25
10/01/2023	25/01/2023	efetivado	hp43816733701724		completo	comisso de venda		6.00	foguete play	594.81
10/01/2023	25/01/2023	efetivado	hp17616733689406		completo	tarifa hotmart		-0.99	foguete play	588.81
10/01/2023	25/01/2023	efetivado	hp17616733689406		completo	comisso co-produtor		-2.93	foguete play	589.80
10/01/2023	25/01/2023	efetivado	hp17616733689406		completo	comisso co-produtor		-3.25	foguete play	592.73
10/01/2023	25/01/2023	efetivado	hp17616733689406		completo	comisso de venda		7.49	foguete play	595.98
10/01/2023	25/01/2023	efetivado	hp46416733616312		completo	comisso afiliado		0.00	foguete play	588.49
10/01/2023	25/01/2023	efetivado	hp46416733616312		completo	comisso co-produtor		0.00	foguete play	588.49
10/01/2023	25/01/2023	efetivado	hp46416733616312		completo	comisso co-produtor		0.00	foguete play	588.49
10/01/2023	25/01/2023	efetivado	hp46416733616312		completo	tarifa hotmart		0.00	foguete play	588.49
10/01/2023	25/01/2023	efetivado	hp46416733616312		completo	comisso de venda		0.00	foguete play	588.49
10/01/2023	25/01/2023	efetivado	hp12916733590167		completo	tarifa hotmart		-1.61	foguete play + ao vivo	588.49
10/01/2023	25/01/2023	efetivado	hp12916733590167		completo	comisso co-produtor		-6.93	foguete play + ao vivo	590.10
10/01/2023	25/01/2023	efetivado	hp12916733590167		completo	comisso co-produtor		-7.70	foguete play + ao vivo	597.03
10/01/2023	25/01/2023	efetivado	hp12916733590167		completo	comisso de venda		17.00	foguete play + ao vivo	604.73
10/01/2023	25/01/2023	efetivado	hp19816733545675		completo	tarifa hotmart		-1.09	foguete play	587.73
10/01/2023	25/01/2023	efetivado	hp19816733545675		completo	comisso afiliado		-1.58	foguete play	588.82
10/01/2023	25/01/2023	efetivado	hp19816733545675		completo	comisso co-produtor		-2.85	foguete play	590.40
10/01/2023	25/01/2023	efetivado	hp19816733545675		completo	comisso co-produtor		-3.17	foguete play	593.25
10/01/2023	25/01/2023	efetivado	hp19816733545675		completo	comisso de venda		9.00	foguete play	596.42
10/01/2023	25/01/2023	efetivado	hp18016733544665		completo	tarifa hotmart		-1.09	foguete play	587.42
10/01/2023	25/01/2023	efetivado	hp18016733544665		completo	comisso co-produtor		-1.78	foguete play	588.51
10/01/2023	25/01/2023	efetivado	hp18016733544665		completo	comisso co-produtor		-1.98	foguete play	590.29
10/01/2023	25/01/2023	efetivado	hp18016733544665		completo	comisso afiliado		-3.96	foguete play	592.27
10/01/2023	25/01/2023	efetivado	hp18016733544665		completo	comisso de venda		9.00	foguete play	596.23
10/01/2023	25/01/2023	efetivado	hp19916733533833		completo	tarifa hotmart		-1.53	foguete play	587.23
10/01/2023	25/01/2023	efetivado	hp19916733533833		completo	comisso co-produtor		-6.46	foguete play	588.76
10/01/2023	25/01/2023	efetivado	hp19916733533833		completo	comisso co-produtor		-7.18	foguete play	595.22
10/01/2023	25/01/2023	efetivado	hp19916733533833		completo	comisso de venda		15.88	foguete play	602.40
10/01/2023	25/01/2023	efetivado	hp16916733426520		completo	tarifa hotmart		-0.98	foguete play	586.52
10/01/2023	25/01/2023	efetivado	hp16916733426520		completo	comisso co-produtor		-2.89	foguete play	587.50
10/01/2023	25/01/2023	efetivado	hp16916733426520		completo	comisso co-produtor		-3.22	foguete play	590.39
10/01/2023	25/01/2023	efetivado	hp16916733426520		completo	comisso de venda		7.41	foguete play	593.61
10/01/2023	25/01/2023	efetivado	hp48416733324581		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp48416733324581		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp48416733324581		completo	tarifa hotmart		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp48416733324581		completo	comisso de venda		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp43216733296463		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp43216733296463		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp43216733296463		completo	tarifa hotmart		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp43216733296463		completo	comisso de venda		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp46616733251037		completo	comisso afiliado		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp46616733251037		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp46616733251037		completo	comisso co-produtor		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp46616733251037		completo	tarifa hotmart		0.00	foguete play	586.20
10/01/2023	25/01/2023	efetivado	hp46616733251037		completo	comisso de venda		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp48516733158756		completo	comisso afiliado		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp48516733158756		completo	comisso co-produtor		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp48516733158756		completo	comisso co-produtor		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp48516733158756		completo	tarifa hotmart		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp48516733158756		completo	comisso de venda		0.00	foguete play	586.20
09/01/2023	25/01/2023	efetivado	hp19516733151522		completo	comisso co-produtor		0.00	foguete play + ao vivo	586.20
09/01/2023	25/01/2023	efetivado	hp19516733151522		completo	comisso co-produtor		0.00	foguete play + ao vivo	586.20
09/01/2023	25/01/2023	efetivado	hp19516733151522		completo	tarifa hotmart		0.00	foguete play + ao vivo	586.20
09/01/2023	25/01/2023	efetivado	hp19516733151522		completo	comisso de venda		0.00	foguete play + ao vivo	586.20
09/01/2023	24/01/2023	efetivado	hp19716733060791		completo	comisso co-produtor		-0.63	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	586.20
09/01/2023	24/01/2023	efetivado	hp19716733060791		completo	comisso co-produtor		-1.26	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	586.83
09/01/2023	24/01/2023	efetivado	hp19716733060791		completo	tarifa hotmart		-1.41	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	588.09
09/01/2023	24/01/2023	efetivado	hp19716733060791		completo	comisso de venda		14.00	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	589.50
09/01/2023	24/01/2023	efetivado	hp13716733060762		completo	comisso co-produtor		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp13716733060762		completo	comisso co-produtor		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp13716733060762		completo	tarifa hotmart		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp13716733060762		completo	comisso de venda		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp17116732981072		completo	comisso afiliado		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp17116732981072		completo	comisso co-produtor		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp17116732981072		completo	comisso co-produtor		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp17116732981072		completo	tarifa hotmart		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp17116732981072		completo	comisso de venda		0.00	foguete play + ao vivo	575.50
09/01/2023	24/01/2023	efetivado	hp13316732930003		completo	tarifa hotmart		-0.91	foguete play	575.50
09/01/2023	24/01/2023	efetivado	hp13316732930003		completo	comisso afiliado		-1.07	foguete play	576.41
09/01/2023	24/01/2023	efetivado	hp13316732930003		completo	comisso co-produtor		-1.94	foguete play	577.48
09/01/2023	24/01/2023	efetivado	hp13316732930003		completo	comisso co-produtor		-2.15	foguete play	579.42
09/01/2023	24/01/2023	efetivado	hp13316732930003		completo	comisso de venda		6.28	foguete play	581.57
09/01/2023	24/01/2023	efetivado	hp12216732893717		completo	tarifa hotmart		-2.68	foguete play + ao vivo	575.29
09/01/2023	24/01/2023	efetivado	hp12216732893717		completo	comisso co-produtor		-8.35	foguete play + ao vivo	577.97
09/01/2023	24/01/2023	efetivado	hp12216732893717		completo	comisso co-produtor		-9.28	foguete play + ao vivo	586.32
09/01/2023	24/01/2023	efetivado	hp12216732893717		completo	comisso afiliado		-12.37	foguete play + ao vivo	595.60
09/01/2023	24/01/2023	efetivado	hp12216732893717		completo	comisso de venda		33.61	foguete play + ao vivo	607.97
09/01/2023	24/01/2023	efetivado	hp19816732872143		completo	tarifa hotmart		-0.98	foguete play	574.36
09/01/2023	24/01/2023	efetivado	hp19816732872143		completo	comisso co-produtor		-2.87	foguete play	575.34
09/01/2023	24/01/2023	efetivado	hp19816732872143		completo	comisso co-produtor		-3.19	foguete play	578.21
09/01/2023	24/01/2023	efetivado	hp19816732872143		completo	comisso de venda		7.35	foguete play	581.40
09/01/2023	24/01/2023	efetivado	hp16016732836890		completo	tarifa hotmart		-2.78	foguete play + ao vivo	574.05
09/01/2023	24/01/2023	efetivado	hp16016732836890		completo	comisso afiliado		-9.67	foguete play + ao vivo	576.83
09/01/2023	24/01/2023	efetivado	hp16016732836890		completo	comisso co-produtor		-10.15	foguete play + ao vivo	586.50
09/01/2023	24/01/2023	efetivado	hp16016732836890		completo	comisso co-produtor		-11.28	foguete play + ao vivo	596.65
09/01/2023	24/01/2023	efetivado	hp16016732836890		completo	comisso de venda		35.00	foguete play + ao vivo	607.93
09/01/2023	24/01/2023	efetivado	hp44416732834055		completo	tarifa hotmart		-8.11	foguete play + ao vivo	572.93
09/01/2023	24/01/2023	efetivado	hp44416732834055		completo	comisso co-produtor		-49.00	foguete play + ao vivo	581.04
09/01/2023	24/01/2023	efetivado	hp44416732834055		completo	comisso co-produtor		-54.45	foguete play + ao vivo	630.04
09/01/2023	24/01/2023	efetivado	hp44416732834055		completo	comisso de venda		117.00	foguete play + ao vivo	684.49
09/01/2023	24/01/2023	efetivado	hp40416732833192		completo	tarifa hotmart		-2.68	foguete play + ao vivo	567.49
09/01/2023	24/01/2023	efetivado	hp40416732833192		completo	comisso co-produtor		-13.92	foguete play + ao vivo	570.17
09/01/2023	24/01/2023	efetivado	hp40416732833192		completo	comisso co-produtor		-15.47	foguete play + ao vivo	584.09
09/01/2023	24/01/2023	efetivado	hp40416732833192		completo	comisso de venda		33.61	foguete play + ao vivo	599.56
09/01/2023	24/01/2023	efetivado	hp46516732795363		completo	comisso co-produtor		0.00	foguete play	565.95
09/01/2023	24/01/2023	efetivado	hp46516732795363		completo	comisso co-produtor		0.00	foguete play	565.95
09/01/2023	24/01/2023	efetivado	hp46516732795363		completo	tarifa hotmart		0.00	foguete play	565.95
09/01/2023	24/01/2023	efetivado	hp46516732795363		completo	comisso de venda		0.00	foguete play	565.95
09/01/2023	24/01/2023	efetivado	hp13616732769056		completo	tarifa hotmart		-0.96	foguete play	565.95
09/01/2023	24/01/2023	efetivado	hp13616732769056		completo	comisso co-produtor		-2.72	foguete play	566.91
09/01/2023	24/01/2023	efetivado	hp13616732769056		completo	comisso co-produtor		-3.02	foguete play	569.63
09/01/2023	24/01/2023	efetivado	hp13616732769056		completo	comisso de venda		7.00	foguete play	572.65
09/01/2023	24/01/2023	efetivado	hp14516732748125		completo	tarifa hotmart		-1.61	foguete play + ao vivo	565.65
09/01/2023	24/01/2023	efetivado	hp14516732748125		completo	comisso co-produtor		-2.77	foguete play + ao vivo	567.26
09/01/2023	24/01/2023	efetivado	hp14516732748125		completo	comisso co-produtor		-3.08	foguete play + ao vivo	570.03
09/01/2023	24/01/2023	efetivado	hp14516732748125		completo	comisso afiliado		-9.23	foguete play + ao vivo	573.11
09/01/2023	24/01/2023	efetivado	hp14516732748125		completo	comisso de venda		17.00	foguete play + ao vivo	582.34
09/01/2023	24/01/2023	efetivado	hp15816732747100		completo	tarifa hotmart		-0.96	foguete play	565.34
09/01/2023	24/01/2023	efetivado	hp15816732747100		completo	comisso co-produtor		-2.72	foguete play	566.30
09/01/2023	24/01/2023	efetivado	hp15816732747100		completo	comisso co-produtor		-3.02	foguete play	569.02
09/01/2023	24/01/2023	efetivado	hp15816732747100		completo	comisso de venda		7.00	foguete play	572.04
09/01/2023	24/01/2023	efetivado	hp16316732733957		completo	tarifa hotmart		-1.61	foguete play + ao vivo	565.04
09/01/2023	24/01/2023	efetivado	hp16316732733957		completo	comisso co-produtor		-6.93	foguete play + ao vivo	566.65
09/01/2023	24/01/2023	efetivado	hp16316732733957		completo	comisso co-produtor		-7.70	foguete play + ao vivo	573.58
09/01/2023	24/01/2023	efetivado	hp16316732733957		completo	comisso de venda		17.00	foguete play + ao vivo	581.28
09/01/2023	24/01/2023	efetivado	hp19016732731566		completo	tarifa hotmart		-1.52	foguete play + ao vivo	564.28
09/01/2023	24/01/2023	efetivado	hp19016732731566		completo	comisso co-produtor		-6.41	foguete play + ao vivo	565.80
09/01/2023	24/01/2023	efetivado	hp19016732731566		completo	comisso co-produtor		-7.12	foguete play + ao vivo	572.21
09/01/2023	24/01/2023	efetivado	hp19016732731566		completo	comisso de venda		15.76	foguete play + ao vivo	579.33
09/01/2023	24/01/2023	efetivado	hp42316732728328		completo	tarifa hotmart		-1.46	foguete play + ao vivo	563.57
09/01/2023	24/01/2023	efetivado	hp42316732728328		completo	comisso co-produtor		-2.98	foguete play + ao vivo	565.03
09/01/2023	24/01/2023	efetivado	hp42316732728328		completo	comisso co-produtor		-3.31	foguete play + ao vivo	568.01
09/01/2023	24/01/2023	efetivado	hp42316732728328		completo	comisso afiliado		-6.63	foguete play + ao vivo	571.32
09/01/2023	24/01/2023	efetivado	hp42316732728328		completo	comisso de venda		14.71	foguete play + ao vivo	577.95
09/01/2023	24/01/2023	efetivado	hp17916732713440		completo	tarifa hotmart		-0.85	foguete play	563.24
09/01/2023	24/01/2023	efetivado	hp17916732713440		completo	comisso co-produtor		-1.01	foguete play	564.09
09/01/2023	24/01/2023	efetivado	hp17916732713440		completo	comisso co-produtor		-1.12	foguete play	565.10
