lkp1_nome_estabelecimento;data_movimento;competencia;lote;lancamento;ordem;numero_titulo;numero;codigo;lkp2_historico_movimento_contabil;historico;centro_custo;cdeb_codigo_contabil;cdeb_codigo_reduzido;cdeb_titulo;cred_codigo_contabil;cred_codigo_reduzido;cred_titulo;sql_debito;sql_credito;codigo_contabil;codigo_reduzido;tipo_operacao;valor_movimento
paramalhas - filial;03/07/2023;202307;924;1;1;9137;;70;cliente - recto dpl/boleto;darilei everton parreira - 9137/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-100.0;;1.1.1.2.1;11002;-1;100.00
paramalhas - filial;03/07/2023;202307;924;1;2;9137;;70;cliente - recto dpl/boleto;darilei everton parreira - 9137/1;;;;;1.1.2.1.20491;20491;darilei everton parreira;;100.0;1.1.2.1.20491;20491;1;100.00
paramalhas - filial;04/07/2023;202307;427;1;1;1759694;;60;fornecedor - pgto dpl;mg empresa brasileira de correios e telegrafos - 1759694/4;;2.1.1.1.25018;25018;empresa brasileira de correios e telegrafos;;;;-110.3;;2.1.1.1.25018;25018;-1;110.30
paramalhas - filial;04/07/2023;202307;427;1;2;1759694;;60;fornecedor - pgto dpl;mg empresa brasileira de correios e telegrafos - 1759694/4;;;;;1.1.1.1.1;11001;caixa;;110.3;1.1.1.1.1;11001;1;110.30
paramalhas - filial;04/07/2023;202307;429;1;1;3006861877;;130;pagto energia eletrica;cemig distribuicao s.a - 3006861877/5;;4.2.1.4.3;14032;energia eletrica - adm;;;;-422.49;;4.2.1.4.3;14032;-1;422.49
paramalhas - filial;04/07/2023;202307;429;1;2;3006861877;;130;pagto energia eletrica;cemig distribuicao s.a - 3006861877/5;;;;;1.1.1.1.1;11001;caixa;;422.49;1.1.1.1.1;11001;1;422.49
paramalhas - filial;04/07/2023;202307;431;1;1;943784;;60;fornecedor - pgto dpl;kr saude servicos medicos - monte siao ltda - 943784/9;;2.1.1.13.25805;25805;kr saude servicos medicos - monte siao ltda;;;;-73.97;;2.1.1.13.25805;25805;-1;73.97
paramalhas - filial;04/07/2023;202307;431;1;2;943784;;60;fornecedor - pgto dpl;kr saude servicos medicos - monte siao ltda - 943784/9;;;;;1.1.1.1.1;11001;caixa;;73.97;1.1.1.1.1;11001;1;73.97
paramalhas - filial;04/07/2023;202307;432;1;1;150423;;131;pagto agua;companhia de saneamento de minas gerais copasa mg - 150423/4;;4.2.1.4.1;14030;agua -adm;;;;-46.71;;4.2.1.4.1;14030;-1;46.71
paramalhas - filial;04/07/2023;202307;432;1;2;150423;;131;pagto agua;companhia de saneamento de minas gerais copasa mg - 150423/4;;;;;1.1.1.1.1;11001;caixa;;46.71;1.1.1.1.1;11001;1;46.71
paramalhas - filial;04/07/2023;202307;434;1;1;3808577;;60;fornecedor - pgto dpl;unimed amparo cooperativa de trabalho medico - 3808577/4;;2.1.1.13.6;;unimed amparo cooperativa de trabalho medico;;;;-1784.32;;2.1.1.13.6;211136;-1;1784.32
paramalhas - filial;04/07/2023;202307;434;1;2;3808577;;60;fornecedor - pgto dpl;unimed amparo cooperativa de trabalho medico - 3808577/4;;;;;1.1.1.1.1;11001;caixa;;1784.32;1.1.1.1.1;11001;1;1784.32
paramalhas - filial;04/07/2023;202307;436;1;1;200423;;132;pagto telefone;oi movel s.a. - 200423/4;;4.2.1.4.15;14044;despesas com comunicacao - adm;;;;-21.9;;4.2.1.4.15;14044;-1;21.90
paramalhas - filial;04/07/2023;202307;436;1;2;200423;;132;pagto telefone;oi movel s.a. - 200423/4;;;;;1.1.1.1.1;11001;caixa;;21.9;1.1.1.1.1;11001;1;21.90
paramalhas - filial;04/07/2023;202307;438;1;1;2907239;;66;pgto internet;wisp iconecta servicos de rede ltda - me - 2907239/4;;4.2.1.4.15;14044;despesas com comunicacao - adm;;;;-140.0;;4.2.1.4.15;14044;-1;140.00
paramalhas - filial;04/07/2023;202307;438;1;2;2907239;;66;pgto internet;wisp iconecta servicos de rede ltda - me - 2907239/4;;;;;1.1.1.1.1;11001;caixa;;140.0;1.1.1.1.1;11001;1;140.00
paramalhas - filial;05/07/2023;202307;46;1;1;9191;;70;cliente - recto dpl/boleto;felipe alencar martins de souza - 9191/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-160.0;;1.1.1.2.1;11002;-1;160.00
paramalhas - filial;05/07/2023;202307;46;1;2;9191;;70;cliente - recto dpl/boleto;felipe alencar martins de souza - 9191/1;;;;;1.1.2.1.20881;20881;felipe alencar martins de souza;;160.0;1.1.2.1.20881;20881;1;160.00
paramalhas - filial;05/07/2023;202307;543;1;1;9190;;71;cliente - recto antecipado;paulo henrique da silva - 9190/1;;2.1.1.7.2;12046;adiantamentos de clientes;;;;-420.0;;2.1.1.7.2;12046;-1;420.00
paramalhas - filial;05/07/2023;202307;543;1;2;9190;;71;cliente - recto antecipado;paulo henrique da silva - 9190/1;;;;;1.1.2.1.15689;15508;paulo henrique da silva;;420.0;1.1.2.1.15689;15508;1;420.00
paramalhas - filial;06/07/2023;202307;662;1;1;9141;;70;cliente - recto dpl/boleto;claudinei aparecido de azevedo 580.628.156-68 - 9141/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-200.0;;1.1.1.2.1;11002;-1;200.00
paramalhas - filial;06/07/2023;202307;662;1;2;9141;;70;cliente - recto dpl/boleto;claudinei aparecido de azevedo 580.628.156-68 - 9141/1;;;;;1.1.2.1.15248;16251;claudinei aparecido de azevedo 580.628.156-68;;200.0;1.1.2.1.15248;16251;1;200.00
paramalhas - filial;06/07/2023;202307;701;1;1;9154;;70;cliente - recto dpl/boleto;fernanda lima de oliveira - 9154/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-300.0;;1.1.1.2.1;11002;-1;300.00
paramalhas - filial;06/07/2023;202307;701;1;2;9154;;70;cliente - recto dpl/boleto;fernanda lima de oliveira - 9154/1;;;;;1.1.2.1.15592;15751;fernanda lima de oliveira;;300.0;1.1.2.1.15592;15751;1;300.00
paramalhas - filial;07/07/2023;202307;785;1;1;9079;;80;recebimento de juros;pelmex industrias reunidas ltda - 9079/2;;1.1.2.1.15316;15900;pelmex industrias reunidas;;;;-38.69;;1.1.2.1.15316;15900;-1;38.69
paramalhas - filial;07/07/2023;202307;785;1;2;9079;;80;recebimento de juros;pelmex industrias reunidas ltda - 9079/2;;;;;4.3.1.2.2;14711;(-) juros ativos;;38.69;4.3.1.2.2;14711;1;38.69
paramalhas - filial;07/07/2023;202307;785;1;3;9079;;70;cliente - recto dpl/boleto;pelmex industrias reunidas ltda - 9079/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1706.19;;1.1.1.2.1;11002;-1;1706.19
paramalhas - filial;07/07/2023;202307;785;1;4;9079;;70;cliente - recto dpl/boleto;pelmex industrias reunidas ltda - 9079/2;;;;;1.1.2.1.15316;15900;pelmex industrias reunidas;;1706.19;1.1.2.1.15316;15900;1;1706.19
paramalhas - filial;07/07/2023;202307;786;1;1;9109;;70;cliente - recto dpl/boleto;juliano hilario de lima 81552440672 - 9109/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-18350.0;;1.1.1.2.1;11002;-1;18350.00
paramalhas - filial;07/07/2023;202307;786;1;2;9109;;70;cliente - recto dpl/boleto;juliano hilario de lima 81552440672 - 9109/1;;;;;1.1.2.1.20284;20284;juliano hilario de lima 81552440672;;18350.0;1.1.2.1.20284;20284;1;18350.00
paramalhas - filial;07/07/2023;202307;73;1;1;9194;;150;valor ref;jose carlos da silva cpf 116.792.288-38 - 9194/1;;1.1.1.1.1;11001;caixa;;;;-282.6;;1.1.1.1.1;11001;-1;282.60
paramalhas - filial;07/07/2023;202307;73;1;2;9194;;150;valor ref;jose carlos da silva cpf 116.792.288-38 - 9194/1;;;;;1.1.2.1.20456;20456;jose carlos da silva cpf 116.792.288-38;;282.6;1.1.2.1.20456;20456;1;282.60
paramalhas - filial;07/07/2023;202307;75;1;1;;13248;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13248;;1.1.2.6.1.4;11025;icms a recuperar ;;;;-538.09;;1.1.2.6.1.4;11025;-1;538.09
paramalhas - filial;07/07/2023;202307;75;1;2;;13248;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13248;;;;;4.5.1.1.2.1;14743;(-) icms s/ outras entradas;;538.09;4.5.1.1.2.1;14743;1;538.09
paramalhas - filial;07/07/2023;202307;75;2;1;;13248;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13248;;1.1.3.1.3;11074;peças de reposição;;;;-13452.89;;1.1.3.1.3;11074;-1;13452.89
paramalhas - filial;07/07/2023;202307;75;2;2;;13248;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13248;;;;;1.1.2.5.1.11;11080;mercadorias em transito;;13452.89;1.1.2.5.1.11;11080;1;13452.89
paramalhas - filial;07/07/2023;202307;86;1;1;9197;;70;cliente - recto dpl/boleto;anderson de almeida batista 07819074620 - 9197/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-100.0;;1.1.1.2.1;11002;-1;100.00
paramalhas - filial;07/07/2023;202307;86;1;2;9197;;70;cliente - recto dpl/boleto;anderson de almeida batista 07819074620 - 9197/1;;;;;1.1.2.1.20871;20871;anderson de almeida batista 07819074620;;100.0;1.1.2.1.20871;20871;1;100.00
paramalhas - filial;07/07/2023;202307;923;1;1;9135;;72;cliente - recbto caixa;josé tiburtino dos santos - 9135/1;;1.1.1.1.1;11001;caixa;;;;-250.0;;1.1.1.1.1;11001;-1;250.00
paramalhas - filial;07/07/2023;202307;923;1;2;9135;;72;cliente - recbto caixa;josé tiburtino dos santos - 9135/1;;;;;1.1.2.1.20525;20525;josé tiburtino dos santos;;250.0;1.1.2.1.20525;20525;1;250.00
paramalhas - filial;07/07/2023;202307;926;1;1;9071;;72;cliente - recbto caixa;gilberto costa brunele - 9071/2;;1.1.1.1.1;11001;caixa;;;;-693.5;;1.1.1.1.1;11001;-1;693.50
paramalhas - filial;07/07/2023;202307;926;1;2;9071;;72;cliente - recbto caixa;gilberto costa brunele - 9071/2;;;;;1.1.2.1.15817;15423;gilberto  costa brunele;;693.5;1.1.2.1.15817;15423;1;693.50
paramalhas - filial;07/07/2023;202307;709;1;1;9161;;72;cliente - recbto caixa;willian ricardo garves - 9161/1;;1.1.1.1.1;11001;caixa;;;;-882.5;;1.1.1.1.1;11001;-1;882.50
paramalhas - filial;07/07/2023;202307;709;1;2;9161;;72;cliente - recbto caixa;willian ricardo garves - 9161/1;;;;;1.1.2.1.20061;20061;willian ricardo garves;;882.5;1.1.2.1.20061;20061;1;882.50
paramalhas - filial;10/07/2023;202307;91;1;1;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13263;;1.1.2.6.1.4;11025;icms a recuperar ;;;;-26.54;;1.1.2.6.1.4;11025;-1;26.54
paramalhas - filial;10/07/2023;202307;91;1;2;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13263;;;;;4.5.1.1.2.1;14743;(-) icms s/ outras entradas;;26.54;4.5.1.1.2.1;14743;1;26.54
paramalhas - filial;10/07/2023;202307;91;2;1;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13263;;1.1.3.1.3;11074;peças de reposição;;;;-663.41;;1.1.3.1.3;11074;-1;663.41
paramalhas - filial;10/07/2023;202307;91;2;2;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13263;;;;;1.1.2.5.1.11;11080;mercadorias em transito;;663.41;1.1.2.5.1.11;11080;1;663.41
paramalhas - filial;10/07/2023;202307;105;1;1;;9203;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 9203;;1.1.2.5.1.11;11080;mercadorias em transito;;;;-2747.9;;1.1.2.5.1.11;11080;-1;2747.90
paramalhas - filial;10/07/2023;202307;105;1;2;;9203;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 9203;;;;;1.1.3.1.3;11074;peças de reposição;;2747.9;1.1.3.1.3;11074;1;2747.90
paramalhas - filial;11/07/2023;202307;622;1;1;9145;;70;cliente - recto dpl/boleto;thd tricot ltda - me - 9145/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-500.0;;1.1.1.2.1;11002;-1;500.00
paramalhas - filial;11/07/2023;202307;622;1;2;9145;;70;cliente - recto dpl/boleto;thd tricot ltda - me - 9145/1;;;;;1.1.2.1.20017;20017;raphael sanchez prudencio - me;;500.0;1.1.2.1.20017;20017;1;500.00
paramalhas - filial;11/07/2023;202307;424;1;1;200323;;132;pagto telefone;oi movel s.a. - 200323/7;;4.2.1.4.15;14044;despesas com comunicacao - adm;;;;-220.61;;4.2.1.4.15;14044;-1;220.61
paramalhas - filial;11/07/2023;202307;424;1;2;200323;;132;pagto telefone;oi movel s.a. - 200323/7;;;;;1.1.1.1.1;11001;caixa;;220.61;1.1.1.1.1;11001;1;220.61
paramalhas - filial;12/07/2023;202307;157;1;1;8,11931e+14;;160;taxas bancarias;banco do brasil - 811931100329728/0;;4.3.1.1.2;14701;despesas bancarias;;;;-69.0;;4.3.1.1.2;14701;-1;69.00
paramalhas - filial;12/07/2023;202307;157;1;2;8,11931e+14;;160;taxas bancarias;banco do brasil - 811931100329728/0;;;;;1.1.1.2.7;;banco do brasil filial;;69.0;1.1.1.2.7;11127;1;69.00
paramalhas - filial;12/07/2023;202307;;31986;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil filial;;1.1.1.2.7;;banco do brasil filial;;;;-69.0;;1.1.1.2.7;11127;-1;69.00
paramalhas - filial;12/07/2023;202307;;31987;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil filial;;;;;1.1.1.4.7;;brasil filial conta aplicação financeira 44509-6;;69.0;1.1.1.4.7;11147;1;69.00
paramalhas - filial;13/07/2023;202307;623;1;1;9149;;80;recebimento de juros;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9149/1;;1.1.2.1.20818;20818;luana ramalho, fabricacao, comercio, importacao e exportacao ltda;;;;-6.48;;1.1.2.1.20818;20818;-1;6.48
paramalhas - filial;13/07/2023;202307;623;1;2;9149;;80;recebimento de juros;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9149/1;;;;;4.3.1.2.2;14711;(-) juros ativos;;6.48;4.3.1.2.2;14711;1;6.48
paramalhas - filial;13/07/2023;202307;623;1;3;9149;;70;cliente - recto dpl/boleto;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9149/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-456.48;;1.1.1.2.1;11002;-1;456.48
paramalhas - filial;13/07/2023;202307;623;1;4;9149;;70;cliente - recto dpl/boleto;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9149/1;;;;;1.1.2.1.20818;20818;luana ramalho, fabricacao, comercio, importacao e exportacao ltda;;456.48;1.1.2.1.20818;20818;1;456.48
paramalhas - filial;13/07/2023;202307;225;1;1;9202;;70;cliente - recto dpl/boleto;fio d'ouro tricot & cia ltda - 9202/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-300.0;;1.1.1.2.1;11002;-1;300.00
paramalhas - filial;13/07/2023;202307;225;1;2;9202;;70;cliente - recto dpl/boleto;fio d'ouro tricot & cia ltda - 9202/1;;;;;1.1.2.1.20794;20794;fio d'ouro tricot & cia ltda;;300.0;1.1.2.1.20794;20794;1;300.00
paramalhas - filial;14/07/2023;202307;624;1;1;9159;;70;cliente - recto dpl/boleto;viviane furrier de oliveira - industria e comercio de malhas ltda - 9159/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-550.0;;1.1.1.2.1;11002;-1;550.00
paramalhas - filial;14/07/2023;202307;624;1;2;9159;;70;cliente - recto dpl/boleto;viviane furrier de oliveira - industria e comercio de malhas ltda - 9159/1;;;;;1.1.2.1.20169;20169;viviane furrier de oliveira - industria e comercio de malhas ltda;;550.0;1.1.2.1.20169;20169;1;550.00
paramalhas - filial;14/07/2023;202307;229;1;1;;9216;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 9216;;1.1.2.5.1.11;11080;mercadorias em transito;;;;-4000.0;;1.1.2.5.1.11;11080;-1;4000.00
paramalhas - filial;14/07/2023;202307;229;1;2;;9216;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 9216;;;;;1.1.3.1.3;11074;peças de reposição;;4000.0;1.1.3.1.3;11074;1;4000.00
paramalhas - filial;14/07/2023;202307;898;1;1;9086;;70;cliente - recto dpl/boleto;carlos andre neto - 9086/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-370.0;;1.1.1.2.1;11002;-1;370.00
paramalhas - filial;14/07/2023;202307;898;1;2;9086;;70;cliente - recto dpl/boleto;carlos andre neto - 9086/1;;;;;1.1.2.1.20063;20063;carlos andre neto;;370.0;1.1.2.1.20063;20063;1;370.00
paramalhas - filial;14/07/2023;202307;917;1;1;9123;;72;cliente - recbto caixa;alexandre braga - 9123/1;;1.1.1.1.1;11001;caixa;;;;-890.0;;1.1.1.1.1;11001;-1;890.00
paramalhas - filial;14/07/2023;202307;917;1;2;9123;;72;cliente - recbto caixa;alexandre braga - 9123/1;;;;;1.1.2.1.15805;15917;alexandre braga;;890.0;1.1.2.1.15805;15917;1;890.00
paramalhas - filial;14/07/2023;202307;554;1;1;9196;;72;cliente - recbto caixa;evandro luiz de souza - 9196/1;;1.1.1.1.1;11001;caixa;;;;-202.0;;1.1.1.1.1;11001;-1;202.00
paramalhas - filial;14/07/2023;202307;554;1;2;9196;;72;cliente - recbto caixa;evandro luiz de souza - 9196/1;;;;;1.1.2.1.20837;20837;evandro luiz de souza;;202.0;1.1.2.1.20837;20837;1;202.00
paramalhas - filial;14/07/2023;202307;695;1;1;9151;;70;cliente - recto dpl/boleto;elisa virginia de paiva teixeira - 9151/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-350.0;;1.1.1.2.1;11002;-1;350.00
paramalhas - filial;14/07/2023;202307;695;1;2;9151;;70;cliente - recto dpl/boleto;elisa virginia de paiva teixeira - 9151/1;;;;;1.1.2.1.15694;15008;elisa virginia de paiva teixeira;;350.0;1.1.2.1.15694;15008;1;350.00
paramalhas - filial;14/07/2023;202307;699;1;1;9150;;70;cliente - recto dpl/boleto;industria e comercio de malhas agape ltda - 9150/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-500.0;;1.1.1.2.1;11002;-1;500.00
paramalhas - filial;14/07/2023;202307;699;1;2;9150;;70;cliente - recto dpl/boleto;industria e comercio de malhas agape ltda - 9150/1;;;;;1.1.2.1.15055;15872;industria e comercio de malhas agape ltda;;500.0;1.1.2.1.15055;15872;1;500.00
paramalhas - filial;14/07/2023;202307;703;1;1;9157;;70;cliente - recto dpl/boleto;gabriela herminia mendonca - 9157/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-2000.0;;1.1.1.2.1;11002;-1;2000.00
paramalhas - filial;14/07/2023;202307;703;1;2;9157;;70;cliente - recto dpl/boleto;gabriela herminia mendonca - 9157/1;;;;;1.1.2.1.20139;20139;gabriela herminia mendonca;;2000.0;1.1.2.1.20139;20139;1;2000.00
paramalhas - filial;17/07/2023;202307;287;1;1;57910;;60;fornecedor - pgto dpl;gurgelmix maquinas e ferramentas s.a. - 57910/0;;2.1.1.1.25824;25824;gurgelmix maquinas e ferramentas s.a.;;;;-362.98;;2.1.1.1.25824;25824;-1;362.98
paramalhas - filial;17/07/2023;202307;287;1;2;57910;;60;fornecedor - pgto dpl;gurgelmix maquinas e ferramentas s.a. - 57910/0;;;;;1.1.1.2.1;11002;banco do brasil c/c;;362.98;1.1.1.2.1;11002;1;362.98
paramalhas - filial;20/07/2023;202307;627;1;1;9163;;80;recebimento de juros;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9163/1;;1.1.2.1.20818;20818;luana ramalho, fabricacao, comercio, importacao e exportacao ltda;;;;-1.22;;1.1.2.1.20818;20818;-1;1.22
paramalhas - filial;20/07/2023;202307;627;1;2;9163;;80;recebimento de juros;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9163/1;;;;;4.3.1.2.2;14711;(-) juros ativos;;1.22;4.3.1.2.2;14711;1;1.22
paramalhas - filial;20/07/2023;202307;627;1;3;9163;;70;cliente - recto dpl/boleto;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9163/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-101.22;;1.1.1.2.1;11002;-1;101.22
paramalhas - filial;20/07/2023;202307;627;1;4;9163;;70;cliente - recto dpl/boleto;luana ramalho, fabricacao, comercio, importacao e exportacao ltda - 9163/1;;;;;1.1.2.1.20818;20818;luana ramalho, fabricacao, comercio, importacao e exportacao ltda;;101.22;1.1.2.1.20818;20818;1;101.22
paramalhas - filial;20/07/2023;202307;;32027;1;;;330;vlr transferencia entre contas;deposito caixa para banco;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1400.0;;1.1.1.2.1;11002;-1;1400.00
paramalhas - filial;20/07/2023;202307;;32028;1;;;330;vlr transferencia entre contas;deposito caixa para banco;;;;;1.1.1.1.1;11001;caixa;;1400.0;1.1.1.1.1;11001;1;1400.00
paramalhas - filial;20/07/2023;202307;663;1;1;9142;;72;cliente - recbto caixa;darilei everton parreira - 9142/1;;1.1.1.1.1;11001;caixa;;;;-175.0;;1.1.1.1.1;11001;-1;175.00
paramalhas - filial;20/07/2023;202307;663;1;2;9142;;72;cliente - recbto caixa;darilei everton parreira - 9142/1;;;;;1.1.2.1.20491;20491;darilei everton parreira;;175.0;1.1.2.1.20491;20491;1;175.00
paramalhas - filial;20/07/2023;202307;905;1;3;9103;;72;cliente - recbto caixa;gilberto costa brunele - 9103/1;;1.1.1.1.1;11001;caixa;;;;-626.5;;1.1.1.1.1;11001;-1;626.50
paramalhas - filial;20/07/2023;202307;905;1;4;9103;;72;cliente - recbto caixa;gilberto costa brunele - 9103/1;;;;;1.1.2.1.15817;15423;gilberto  costa brunele;;626.5;1.1.2.1.15817;15423;1;626.50
paramalhas - filial;20/07/2023;202307;698;1;1;9146;;72;cliente - recbto caixa;gilberto costa brunele - 9146/1;;1.1.1.1.1;11001;caixa;;;;-597.5;;1.1.1.1.1;11001;-1;597.50
paramalhas - filial;20/07/2023;202307;698;1;2;9146;;72;cliente - recbto caixa;gilberto costa brunele - 9146/1;;;;;1.1.2.1.15817;15423;gilberto  costa brunele;;597.5;1.1.2.1.15817;15423;1;597.50
paramalhas - filial;24/07/2023;202307;337;1;1;;13305;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13305;;1.1.2.6.1.4;11025;icms a recuperar ;;;;-325.44;;1.1.2.6.1.4;11025;-1;325.44
paramalhas - filial;24/07/2023;202307;337;1;2;;13305;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13305;;;;;4.5.1.1.2.1;14743;(-) icms s/ outras entradas;;325.44;4.5.1.1.2.1;14743;1;325.44
paramalhas - filial;24/07/2023;202307;337;2;1;;13305;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13305;;1.1.3.1.3;11074;peças de reposição;;;;-8135.64;;1.1.3.1.3;11074;-1;8135.64
paramalhas - filial;24/07/2023;202307;337;2;2;;13305;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp matriz - 13305;;;;;1.1.2.5.1.11;11080;mercadorias em transito;;8135.64;1.1.2.5.1.11;11080;1;8135.64
paramalhas - filial;24/07/2023;202307;;32043;1;;;330;vlr transferencia entre contas;depósito caixa para banco ;;1.1.1.2.7;;banco do brasil filial;;;;-2677.0;;1.1.1.2.7;11127;-1;2677.00
paramalhas - filial;24/07/2023;202307;;32044;1;;;330;vlr transferencia entre contas;depósito caixa para banco ;;;;;1.1.1.1.1;11001;caixa;;2677.0;1.1.1.1.1;11001;1;2677.00
paramalhas - filial;24/07/2023;202307;;32045;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil teste;;1.1.1.4.7;;brasil filial conta aplicação financeira 44509-6;;;;-2677.0;;1.1.1.4.7;11147;-1;2677.00
paramalhas - filial;24/07/2023;202307;;32046;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil teste;;;;;1.1.1.2.7;;banco do brasil filial;;2677.0;1.1.1.2.7;11127;1;2677.00
paramalhas - filial;24/07/2023;202307;684;1;1;9173;;72;cliente - recbto caixa;evandro luiz de souza - 9173/1;;1.1.1.1.1;11001;caixa;;;;-460.0;;1.1.1.1.1;11001;-1;460.00
paramalhas - filial;24/07/2023;202307;684;1;2;9173;;72;cliente - recbto caixa;evandro luiz de souza - 9173/1;;;;;1.1.2.1.20837;20837;evandro luiz de souza;;460.0;1.1.2.1.20837;20837;1;460.00
paramalhas - filial;24/07/2023;202307;707;1;1;9156;;72;cliente - recbto caixa;gilberto costa brunele - 9156/1;;1.1.1.1.1;11001;caixa;;;;-1288.26;;1.1.1.1.1;11001;-1;1288.26
paramalhas - filial;24/07/2023;202307;707;1;2;9156;;72;cliente - recbto caixa;gilberto costa brunele - 9156/1;;;;;1.1.2.1.15817;15423;gilberto  costa brunele;;1288.26;1.1.2.1.15817;15423;1;1288.26
paramalhas - filial;24/07/2023;202307;710;1;1;9162;;70;cliente - recto dpl/boleto;marcelo de lima 05272083610 - 9162/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-316.0;;1.1.1.2.1;11002;-1;316.00
paramalhas - filial;24/07/2023;202307;710;1;2;9162;;70;cliente - recto dpl/boleto;marcelo de lima 05272083610 - 9162/1;;;;;1.1.2.1.15752;15764;marcelo de lima;;316.0;1.1.2.1.15752;15764;1;316.00
paramalhas - filial;24/07/2023;202307;716;1;1;9171;;72;cliente - recbto caixa;fabio labegalini - 9171/1;;1.1.1.1.1;11001;caixa;;;;-926.5;;1.1.1.1.1;11001;-1;926.50
paramalhas - filial;24/07/2023;202307;716;1;2;9171;;72;cliente - recbto caixa;fabio labegalini - 9171/1;;;;;1.1.2.1.20876;20876;fabio labegalini;;926.5;1.1.2.1.20876;20876;1;926.50
paramalhas - filial;25/07/2023;202307;628;1;1;9175;;70;cliente - recto dpl/boleto;thd tricot ltda - me - 9175/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-450.0;;1.1.1.2.1;11002;-1;450.00
paramalhas - filial;25/07/2023;202307;628;1;2;9175;;70;cliente - recto dpl/boleto;thd tricot ltda - me - 9175/1;;;;;1.1.2.1.20017;20017;raphael sanchez prudencio - me;;450.0;1.1.2.1.20017;20017;1;450.00
paramalhas - filial;25/07/2023;202307;419;1;1;9232;;70;cliente - recto dpl/boleto;nazare de lourdes da silva freitas - me - 9232/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-250.0;;1.1.1.2.1;11002;-1;250.00
paramalhas - filial;25/07/2023;202307;419;1;2;9232;;70;cliente - recto dpl/boleto;nazare de lourdes da silva freitas - me - 9232/1;;;;;1.1.2.1.15194;15229;nazare de lourdes da silva freitas;;250.0;1.1.2.1.15194;15229;1;250.00
paramalhas - filial;25/07/2023;202307;421;1;1;9235;;70;cliente - recto dpl/boleto;clarice ramalho me - 9235/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-100.0;;1.1.1.2.1;11002;-1;100.00
paramalhas - filial;25/07/2023;202307;421;1;2;9235;;70;cliente - recto dpl/boleto;clarice ramalho me - 9235/1;;;;;1.1.2.1.15574;15772;clarice ramalho;;100.0;1.1.2.1.15574;15772;1;100.00
paramalhas - filial;25/07/2023;202307;894;1;1;9091;;70;cliente - recto dpl/boleto;clarice ramalho - 9091/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-100.0;;1.1.1.2.1;11002;-1;100.00
